SIC Code,SIC Code Grouping,Merchant Type,SIC Code Group Type,Presentation
1763,26,,Other Services,Other
1764,26,,Other Services,Other
1765,26,,Other Services,Other
1766,26,,Other Services,Other
1767,26,,Other Services,Other
1768,26,,Other Services,Other
1769,26,,Other Services,Other
1770,26,,Other Services,Other
1771,26,Contractors – Concrete Work,Other Services,Other
1772,26,,Other Services,Other
1773,26,,Other Services,Other
1774,26,,Other Services,Other
1775,26,,Other Services,Other
1776,26,,Other Services,Other
1777,26,,Other Services,Other
1778,26,,Other Services,Other
1779,26,,Other Services,Other
1780,26,,Other Services,Other
1781,26,,Other Services,Other
1782,26,,Other Services,Other
1783,26,,Other Services,Other
1784,26,,Other Services,Other
1785,26,,Other Services,Other
1786,26,,Other Services,Other
1787,26,,Other Services,Other
1788,26,,Other Services,Other
1789,26,,Other Services,Other
1790,26,,Other Services,Other
1791,26,,Other Services,Other
1792,26,,Other Services,Other
1793,26,,Other Services,Other
1794,26,,Other Services,Other
1795,26,,Other Services,Other
1796,26,,Other Services,Other
1797,26,,Other Services,Other
1798,26,,Other Services,Other
1799,26,"Contractors – Special Trade, Not Elsewhere Classified",Other Services,Other
2741,26,Miscellaneous Publishing and Printing,Other Services,Other
2791,26,"Typesetting, Plate Making, & Related Services",Other Services,Other
2842,26,"Specialty Cleaning, Polishing, and Sanitation Preparations",Other Services,Other
4119,26,Ambulance Services,Other Services,Other
4214,26,DeliveryFreight /Motor Freight  Services – Local/Moving and Storage /Trucking – Local/Long Distance,Other Services,Other
4215,26,Courier Services – Air or Ground/Fright Forwarders,Other Services,Other
4216,26,,Other Services,Other
4217,26,,Other Services,Other
4218,26,,Other Services,Other
4219,26,,Other Services,Other
4220,26,,Other Services,Other
4221,26,,Other Services,Other
4222,26,,Other Services,Other
4223,26,,Other Services,Other
4224,26,,Other Services,Other
4225,26,"Storage/Warehousing, Public",Other Services,Other
4582,26,"Airports, Airport Terminals/Flying Fields",Other Services,Other
4789,26,"Transportation Services, Not elsewhere classified)",Other Services,Other
5039,26,"Construction Materials, Not Elsewhere Classified",Other Services,Other
5044,26,"Office, Photographic, Photocopy, and Microfilm Equipment",Other Services,Other
5046,26,"Commercial Equipment, Not Elsewhere Classified",Other Services,Other
5051,26,Metal Service Centers and Offices,Other Services,Other
5074,26,Plumbing and Heating Equipment and Supplies,Other Services,Other
5962,26,Direct Marketing – Travel Related Arrangements Services,Other Services,Other
6022,26,,Other Services,Other
6023,26,,Other Services,Other
6024,26,,Other Services,Other
6025,26,,Other Services,Other
6026,26,,Other Services,Other
6027,26,,Other Services,Other
6028,26,,Other Services,Other
7210,26,"Laundry, Cleaning, and Garment Services",Other Services,Other
7211,26,Laundry – Family and Commercial,Other Services,Other
7212,26,,Other Services,Other
7213,26,,Other Services,Other
7214,26,,Other Services,Other
7215,26,,Other Services,Other
7216,26,Dry Cleaners,Other Services,Other
7217,26,Carpet and Upholstery Cleaning,Other Services,Other
7218,26,,Other Services,Other
7219,26,,Other Services,Other
7220,26,,Other Services,Other
7221,26,Photographic Studios,Other Services,Other
7222,26,,Other Services,Other
7223,26,,Other Services,Other
7224,26,,Other Services,Other
7225,26,,Other Services,Other
7226,26,,Other Services,Other
7227,26,,Other Services,Other
7228,26,,Other Services,Other
7229,26,,Other Services,Other
7230,26,Barber and Beauty Shops,Other Services,Other
7231,26,,Other Services,Other
7232,26,,Other Services,Other
7233,26,,Other Services,Other
7234,26,,Other Services,Other
7235,26,,Other Services,Other
7236,26,,Other Services,Other
7237,26,,Other Services,Other
7238,26,,Other Services,Other
7239,26,,Other Services,Other
7240,26,,Other Services,Other
7241,26,,Other Services,Other
7242,26,,Other Services,Other
7243,26,,Other Services,Other
7244,26,,Other Services,Other
7245,26,,Other Services,Other
7246,26,,Other Services,Other
7247,26,,Other Services,Other
7248,26,,Other Services,Other
7249,26,,Other Services,Other
7250,26,,Other Services,Other
7252,26,,Other Services,Other
7253,26,,Other Services,Other
7254,26,,Other Services,Other
7255,26,,Other Services,Other
7256,26,,Other Services,Other
7257,26,,Other Services,Other
7258,26,,Other Services,Other
7259,26,,Other Services,Other
7260,26,,Other Services,Other
7261,26,Funeral Service And Crematories,Other Services,Other
7262,26,,Other Services,Other
7263,26,,Other Services,Other
7264,26,,Other Services,Other
7265,26,,Other Services,Other
7266,26,,Other Services,Other
7267,26,,Other Services,Other
7268,26,,Other Services,Other
7269,26,,Other Services,Other
7270,26,,Other Services,Other
7271,26,,Other Services,Other
7272,26,,Other Services,Other
7273,26,Dating And Escort Services,Other Services,Other
7274,26,,Other Services,Other
7275,26,,Other Services,Other
7277,26,"Counseling Service-debt, Marriage, Personal",Other Services,Other
7278,26,"Buying/shopping Services, Clubs",Other Services,Other
7295,26,BABYSITTING SERVICES,Other Services,Other
7296,26,"Clothing Rental - Costumes, Uniforms, Formal Wear",Other Services,Other
7297,26,Massage Parlors,Other Services,Other
7298,26,Health And Beauty Spas,Other Services,Other
7299,26,Miscellaneous Personal Services-not Elsewhere Clas,Other Services,Other
7300,26,,Other Services,Other
7301,26,,Other Services,Other
7302,26,,Other Services,Other
7303,26,,Other Services,Other
7304,26,,Other Services,Other
7305,26,,Other Services,Other
7306,26,,Other Services,Other
7307,26,,Other Services,Other
7308,26,,Other Services,Other
7309,26,,Other Services,Other
7310,26,,Other Services,Other
7311,26,Advertising Services,Other Services,Other
7312,26,,Other Services,Other
7313,26,,Other Services,Other
7314,26,,Other Services,Other
7315,26,,Other Services,Other
7316,26,,Other Services,Other
7317,26,,Other Services,Other
7318,26,,Other Services,Other
7319,26,,Other Services,Other
7320,26,,Other Services,Other
7321,26,Consumer Credit Reporting Agencies,Other Services,Other
7322,26,DEBT COLLECTION AGENCIES,Other Services,Other
7323,26,,Other Services,Other
7324,26,,Other Services,Other
7325,26,,Other Services,Other
7326,26,,Other Services,Other
7327,26,,Other Services,Other
7328,26,,Other Services,Other
7329,26,,Other Services,Other
7330,26,,Other Services,Other
7331,26,,Other Services,Other
7332,26,Blueprinting And Photocopying Services,Other Services,Other
7333,26,"Commercial Photography, Art, Graphics",Other Services,Other
7334,26,,Other Services,Other
7335,26,,Other Services,Other
7336,26,,Other Services,Other
7337,26,,Other Services,Other
7338,26,Quick Copy And Reproduction Services,Other Services,Other
7339,26,Stenographic Services,Other Services,Other
7340,26,,Other Services,Other
7341,26,WINDOW CLEANING SERVICES,Other Services,Other
7342,26,Exterminating And Disinfecting Services,Other Services,Other
7343,26,,Other Services,Other
7344,26,,Other Services,Other
7345,26,,Other Services,Other
7346,26,,Other Services,Other
7347,26,,Other Services,Other
7348,26,,Other Services,Other
7349,26,"Cleaning And Maintenance, Janitorial Services",Other Services,Other
7350,26,,Other Services,Other
7351,26,,Other Services,Other
7352,26,,Other Services,Other
7353,26,,Other Services,Other
7354,26,,Other Services,Other
7355,26,,Other Services,Other
7356,26,,Other Services,Other
7357,26,,Other Services,Other
7358,26,,Other Services,Other
7359,26,,Other Services,Other
7360,26,,Other Services,Other
7361,26,"Employment Agencies, Temporary Help Services",Other Services,Other
7362,26,,Other Services,Other
7363,26,,Other Services,Other
7364,26,,Other Services,Other
7365,26,,Other Services,Other
7366,26,,Other Services,Other
7367,26,,Other Services,Other
7368,26,,Other Services,Other
7369,26,,Other Services,Other
7370,26,,Other Services,Other
7371,26,,Other Services,Other
7373,26,,Other Services,Other
7374,26,,Other Services,Other
7376,26,,Other Services,Other
7377,26,,Other Services,Other
7378,26,,Other Services,Other
7379,26,"Computer Maintenance, Repair, And Services Not Els",Other Services,Other
7380,26,,Other Services,Other
7381,26,,Other Services,Other
7382,26,,Other Services,Other
7383,26,,Other Services,Other
7384,26,,Other Services,Other
7385,26,,Other Services,Other
7386,26,,Other Services,Other
7387,26,,Other Services,Other
7388,26,,Other Services,Other
7389,26,,Other Services,Other
7390,26,,Other Services,Other
7391,26,,Other Services,Other
7393,26,"Detective Agencies, Protective Agencies, Security",Other Services,Other
7394,26,"Equip, Tool, Furniture, and Appliance Rental",Other Services,Other
7542,26,Car Washes,Other Services,Other
7543,26,,Other Services,Other
7544,26,,Other Services,Other
7545,26,,Other Services,Other
7546,26,,Other Services,Other
7547,26,,Other Services,Other
7548,26,,Other Services,Other
7549,26,Towing Services,Other Services,Other
7550,26,,Other Services,Other
7551,26,,Other Services,Other
7552,26,,Other Services,Other
7553,26,,Other Services,Other
7554,26,,Other Services,Other
7555,26,,Other Services,Other
7556,26,,Other Services,Other
7557,26,,Other Services,Other
7558,26,,Other Services,Other
7559,26,,Other Services,Other
7560,26,,Other Services,Other
7561,26,,Other Services,Other
7562,26,,Other Services,Other
7563,26,,Other Services,Other
7564,26,,Other Services,Other
7565,26,,Other Services,Other
7566,26,,Other Services,Other
7567,26,,Other Services,Other
7568,26,,Other Services,Other
7569,26,,Other Services,Other
7570,26,,Other Services,Other
7571,26,,Other Services,Other
7572,26,,Other Services,Other
7573,26,,Other Services,Other
7574,26,,Other Services,Other
7575,26,,Other Services,Other
7576,26,,Other Services,Other
7577,26,,Other Services,Other
7578,26,,Other Services,Other
7579,26,,Other Services,Other
7580,26,,Other Services,Other
7581,26,,Other Services,Other
7582,26,,Other Services,Other
7583,26,,Other Services,Other
7584,26,,Other Services,Other
7585,26,,Other Services,Other
7586,26,,Other Services,Other
7587,26,,Other Services,Other
7588,26,,Other Services,Other
7589,26,,Other Services,Other
7590,26,,Other Services,Other
7591,26,,Other Services,Other
7592,26,,Other Services,Other
7593,26,,Other Services,Other
7594,26,,Other Services,Other
7595,26,,Other Services,Other
7596,26,,Other Services,Other
7597,26,,Other Services,Other
7598,26,,Other Services,Other
7599,26,,Other Services,Other
7600,26,,Other Services,Other
7601,26,,Other Services,Other
7602,26,,Other Services,Other
7603,26,,Other Services,Other
7604,26,,Other Services,Other
7605,26,,Other Services,Other
7606,26,,Other Services,Other
7607,26,,Other Services,Other
7608,26,,Other Services,Other
7609,26,,Other Services,Other
7610,26,,Other Services,Other
7611,26,,Other Services,Other
7612,26,,Other Services,Other
7613,26,,Other Services,Other
7614,26,,Other Services,Other
7615,26,,Other Services,Other
7616,26,,Other Services,Other
7617,26,,Other Services,Other
7618,26,,Other Services,Other
7619,26,,Other Services,Other
7620,26,,Other Services,Other
7621,26,,Other Services,Other
7829,26,Video Tape Production,Other Services,Other
8351,26,Child Care Services,Other Services,Other
8398,26,Charitable And Social Service Organizations,Other Services,Other
8399,26,,Other Services,Other
8400,26,,Other Services,Other
8401,26,,Other Services,Other
8402,26,,Other Services,Other
8403,26,,Other Services,Other
8404,26,,Other Services,Other
8405,26,,Other Services,Other
8406,26,,Other Services,Other
8407,26,,Other Services,Other
8408,26,,Other Services,Other
8409,26,,Other Services,Other
8410,26,,Other Services,Other
8411,26,,Other Services,Other
8412,26,,Other Services,Other
8413,26,,Other Services,Other
8414,26,,Other Services,Other
8415,26,,Other Services,Other
8416,26,,Other Services,Other
8417,26,,Other Services,Other
8418,26,,Other Services,Other
8419,26,,Other Services,Other
8420,26,,Other Services,Other
8421,26,,Other Services,Other
8422,26,,Other Services,Other
8423,26,,Other Services,Other
8424,26,,Other Services,Other
8425,26,,Other Services,Other
8426,26,,Other Services,Other
8427,26,,Other Services,Other
8428,26,,Other Services,Other
8429,26,,Other Services,Other
8430,26,,Other Services,Other
8431,26,,Other Services,Other
8432,26,,Other Services,Other
8433,26,,Other Services,Other
8434,26,,Other Services,Other
8435,26,,Other Services,Other
8436,26,,Other Services,Other
8437,26,,Other Services,Other
8438,26,,Other Services,Other
8439,26,,Other Services,Other
8440,26,,Other Services,Other
8441,26,,Other Services,Other
8442,26,,Other Services,Other
8443,26,,Other Services,Other
8444,26,,Other Services,Other
8445,26,,Other Services,Other
8446,26,,Other Services,Other
8447,26,,Other Services,Other
8448,26,,Other Services,Other
8449,26,,Other Services,Other
8450,26,,Other Services,Other
8451,26,,Other Services,Other
8452,26,,Other Services,Other
8453,26,,Other Services,Other
8454,26,,Other Services,Other
8455,26,,Other Services,Other
8456,26,,Other Services,Other
8457,26,,Other Services,Other
8458,26,,Other Services,Other
8459,26,,Other Services,Other
8460,26,,Other Services,Other
8461,26,,Other Services,Other
8462,26,,Other Services,Other
8463,26,,Other Services,Other
8464,26,,Other Services,Other
8465,26,,Other Services,Other
8466,26,,Other Services,Other
8467,26,,Other Services,Other
8468,26,,Other Services,Other
8469,26,,Other Services,Other
